CD Rank,Colleges
#3,"SRG Engineering College, Namakkal"
#4,"Sri Krishna Engineering College - [SKEC], Chennai"
#5,"Amrita College of Engineering and Technology - [ACET], Nagercoil"
#6,"PGP College of Engineering and Technology - [PGPCET], Namakkal"
#7,"Maha Barathi Engineering College - [MBEC], Villupuram"
#8,"Prince Dr K Vasudevan College of Engineering and Technology - [PDKVCET], Chennai"
#9,"Annapoorana Engineering College - [AEC], Salem"
#10,"Jaya Suriya Engineering College, Chennai"
#1,"Vinayaka Mission Kirupananda Variyar Engineering College - [VMKVEC], Salem"
#2,"Kumaran Institute of Technology - [KIT], Thiruvallur"
#3,"Sivaji College of Engineering and Technology - [SCET], Kanyakumari"
#4,"Karur College of Engineering - [KCE], Karur"
#5,"Jaya College of Engineering and Technology - [JCET], Poonamallee"
#6,"Sri Jayaram Institute of Engineering and Technology - [SJIET], Thiruvallur"
#7,"University College of Engineering Panruti, Anna University - [UCEP], Cuddalore"
#8,"M.A.M School of Engineering, Tiruchirappalli"
B.Tech Biomedical Engineering,N/A
#9,"MNSK College of Engineering, Pattukkottai"
#10,"Mahendra Institute of Engineering and Technology, Namakkal"
#1,"Varuvan Vadivelan Institute of Technology - [VVIT], Dharmapuri"
#2,"Vetri Vinayaha College of Engineering and Technology, Thottiyam"
#3,"Institute of Cooperative Management - [ICM], Madurai"
#4,"Roever College of Engineering and Technology, Perambalur"
#5,"Adithya Institute of Technology - [AIT], Coimbatore"
#6,"Apollo Priyadarshanam Institute of Technology, Chennai"
#7,"Arunachala College of Engineering for Women - [ACEW], Nagercoil"
#8,"C Abdul Hakeem College of Engineering and Technology - [CAHCET], Vellore"
#9,"Dr Navalar Nedunchezhiyan College of Engineering, Cuddalore"
#10,"Kodaikanal Institute of Technology - [KIT], Dindigul"
#1,"Podhigai College of Engineering and Technology, Vellore"
#2,"Sri Balaji Chockalingam Engineering College, Tiruvannamalai"
#3,"TJ Institute of Technology - [TJIT], Chennai"
#4,"Tagore Engineering College - [TEC], Chennai"
#5,"St Anne's College of Engineering and Technology, Cuddalore"
#6,"RVS Technical Campus, Coimbatore"
#7,"SBM College of Engineering and Technology, Dindigul"
#8,"Jaya Sakthi Engineering College - [JSEC], Chennai"
BE Pharmaceutical Engineering,N/A
#9,"Dhanalakshmi Srinivasan Institute of Research and Technology, Perambalur"
#10,"Lourdes Mount College of Engineering and Technology - [LMCET], Kanyakumari"
#1,"Vins Christian Women's College of Engineering, Nagercoil"
#2,"Ariyalur Engineering College - [AEC], Ariyalur"
#3,"S.Veerasamy Chettiar College of Engineering and Technology - [SVCET], Tirunelveli"
#4,"Cauvery College of Engineering and Technology, Tiruchirappalli"
#5,"ES Engineering College, Villupuram"
#6,"Sree Krishna College of Engineering - [SKCE], Vellore"
#7,"Dr. MGR Janaki College of Arts and Science for Women, Chennai"
#8,"Agricultural Engineering College and Research Institute - [ACE&RI], Coimbatore"
#9,"Agricultural Engineering College and Research Institute - [AEC&RI], Tiruchirappalli"
#10,"CMS College of Engineering and Technology, Coimbatore"
#1,"Study World College of Engineering - [SWCE], Coimbatore"
#2,"Madha Institute of Engineering And Technology - [MIET], Chennai"
#3,"St Peter's College of Engineering and Technology - [SPCET], Chennai"
#4,"JKK Munirajah College of Technology - [JKKMCT], Erode"
#5,"JKK Muniraja College of Technology - [JKKMCT], Chennai"
#6,"V.R.S College of Engineering and Technology -[VRSCET], Villupuram"
#7,"Vidyaa Vikas College of Engineering and Technology, Namakkal"
#8,"Faculty of Management, Builders Engineering College, Tiruppur"
#9,"Shreenivasa Engineering College, Pappiredipatti"
#10,"Star Lion College of Engineering and Technology - [SLCET], Thanjavur"
#1,"Ambal Professional Group of Institutions, Palladam"
#2,"University College of Engineering Ramanathapuram, Anna University - [UCER], Ramanathapuram"
#3,"PSN Institute of Technology and Science - [PSNITS], Tirunelveli"
#4,"Mahakavi Bharathiyar College of Engineering and Technology, Thiruvallur"
#5,"Saraswathi Velu College of Engineering, Vellore"
#6,"Shri Angalamman College of Engineering and Technology, Tiruchirappalli"
#7,"Sri Aravindar Engineering College, Villupuram"
#8,"St Michael College of Engineering and Technology, Sivaganga"
BE Chemical Engineering,N/A
#9,"Veerammal Engineering College - [VEC], Dindigul"
#10,"Valluvar College of Science And Management, Karur"
#1,"Excel Business School, Namakkal"
#2,"The Tipsglobal Institute, Coimbatore"
#3,"As-Salam College of Engineering and Technology, Thanjavur"
#4,"Idhaya Engineering College for Women - [IECW], Chinnasalem"
#5,"Jai Shriram Engineering College - [JSREC], Tiruppur"
#6,"Maharaja Prithvi Engineering College - [MPEC], Coimbatore"
#7,"Sri Ramanathan Engineering College, Tiruppur"
#8,"PSV College of Engineering and Technology - [PVSCET], Krishnagiri"
#9,"PSN College of Engineering and Technology (Autonomous) - [PSNCET], Tirunelveli"
#10,"PR Engineering College - [PREC], Thanjavur"
#1,"Nellai College of Engineering - [NCE], Tirunelveli"
#2,"Shri Sapthagiri Institute of Technology - [SSIT], Vellore"
#3,"Srinivasa Institute of Engineering & Technology, Chennai"
#4,"Park Maritime Academy - [PMA], Coimbatore"
#5,"All India Institute of Technology and Management -[AIITM], Chennai"
#6,"Arjun College of Technology, Coimbatore"
#7,"Dhaanish Ahmed Institute of Technology, Coimbatore"
#8,"Jainee College of Engineering & Technology - [JCET], Dindigul"
#9,"Arifa Institute of Technology - [AIT], Nagapattinam"
#10,"Nelliandavar Institute of Technology - [NIT], Ariyalur"
#1,"Odaiyappa College of Engineering and Technology, Theni"
#2,"Sri Rangapoopathi College of Engineering - [SRPCE], Villupuram"
#3,"Jei Mathaajee College of Engineering - [JMCE], Kanchipuram"
#4,"Sureya College of Engineering - [SCE], Tiruchirappalli"
#5,"Asan Institute of Management - [AIM], Chennai"
#6,"ARJ College of Engineering & Technology - [ARJ], Thiruvarur"
#7,"Annamalaiar College of Engineering, Tiruvannamalai"
#8,"CARE School of Engineering - [CARESE], Tiruchirappalli"
#9,"Dhaanish Ahmed College of Engineering - [DACE], Chennai"
B.Tech Petroleum Engineering,N/A
#10,"Gopal Ramalingam Memorial Engineering College, Chennai"
#1,"Hosur Institute of Technology and Science - [HITS], Krishnagiri"
#2,"John Bosco Engineering College - [JBEC], Thiruvallur"
#3,"RVS Padhmavathy College of Engineering and Technology, Thiruvallur"
#4,"Ranippettai Engineering College-[REC], Vellore"
#5,"Gnanamani College of Technology - [GCT], Namakkal"
#6,"St Joseph's College of Engineering and Technology, Thanjavur"
#7,"Sri Vidya College of Engineering & Technology - [SVCET], Virudhunagar"
#8,"Vivekanandha College of Technology for Women - [VCTW], Namakkal"
#9,"PSR Rengasamy College of Engineering for Women - [PSRRCEW], Virudhunagar"
#10,"SSM Institute of Engineering and Technology, Dindigul"
#1,"Bharathiyar Institute of Engineering for Women - [BIEW], Salem"
#2,"Merit International Institute of Technology, The Nilgiris"
#3,"SMR East Coast College of Engineering and Technology, Thanjavur"
#4,"Sri Raaja Raajan College of Engineering and Technology - [SRRCET], Karaikudi"
#5,"Tamizhan College of Engineering and Technology - [TCET], Kanyakumari"
#6,"Pannai College of Engineering and Technology - [PCET], Sivaganga"
#7,"VKS College of Engineering and Technology -[VKSCET], Karur"
#8,"Jairupaa College of Engineering, Tiruppur"
#9,"Archana Institute of Technology - [AIT], Krishnagiri"
#10,"University VOC  College of Engineering, Anna University - [UVOCCET], Thoothukudi"
#1,"SNMV Institute of Management, Coimbatore"
#2,"A.R. Engineering College - [AREC], Villupuram"
#3,"Indira Institute of Engineering and Technology - [IIET], Thiruvallur"
#4,"Joe Suresh Engineering College - [JSEC], Tirunelveli"
#5,"SMK Fomra Institute of Technology - [SMKFIT], Chennai"
#6,"Sri Krishna Institute of Technology - [SKIT], Chennai"
#7,"The Indian Engineering College - [TIEC], Karaikudi"
#8,"Universal College of Engineering and Technology - [UCET], Tirunelveli"
#9,"SRS College of Engineering and Technology - [SRSCET], Salem"
#10,"Sembodai Rukmani Varatharajan Engineering College - [SRVEC], Vedaranyam"
#1,"VPV College of Engineering, Devathanapatti, Periyakulam"
#2,"College of Fisheries Engineering, Tamil Nadu Fisheries University - [COFE], Nagapattinam"
#3,"A.R College of Engineering and Technology - [ARCET], Tirunelveli"
#4,"Dr. Nallini Institute of Engineering and Technology, Dharapuram"
#5,"MAR College of Engineering and Technology, Pudukkottai"
#6,"Mahath Amma Institute of Engineering and Technology - [MAIET], Pudukkottai"
#7,"Mahendra Engineering College for Women, Namakkal"
#8,"Saraswathy College of Engineering and Technology, Tindivanam"
#9,"Sri Ramakrishna College of Engineering, Perambalur"
#10,"Dr GU Pope College of Engineering, Thoothukudi"
#1,"Sri Venkateswara College of Engineering & Technology - [SVCET], Thiruvallur"
#2,"CMS Academy of Management and Technology - [CMSAMT], Coimbatore"
#3,"Asian College of Engineering and Technology Saravanampatti - [ACET], Coimbatore"
#4,"Holy Cross Engineering College - [JEC], Thoothukudi"
#5,"Bharathidasan Institute of Technology, Anna University - [AUBIT], Tiruchirappalli"
#6,"N.S.N College of Engineering and Technology, Karur"
#7,"KGiSL Institute of Information Management - [KGiSL-IIM], Coimbatore"
MCA,N/A
#8,"Roever Institute of Management - [RIM], Perambalur"
#9,"National Institute of Management Studies Karapakkam - [NIMS], Chennai"
#10,"Excel College of Architecture and Planning, Namakkal"
#1,"Rathinam School of Architecture - [RSA], Coimbatore"
#2,"Sri Nandhanam Maritime Academy - [SNMA], Tirupattur"
#3,"MRK Institute of Technology, Cuddalore"
#4,"Priyadarshini Engineering College, Vellore"
#5,"Rajas Institute of Technology -[RIT], Nagercoil"
#6,"Sri Bharathi Engineering College for Women - [SBEC], Pudukkottai"
#7,"Pavendar Bharathidasan Institute of Information Technology - [PBIIT], Tiruchirappalli"
#8,"M.E.T Group of Colleges, Kanyakumari"
#9,"OAS Institute of Technology and Management, Tiruchirappalli"
#10,"Rathinam Technical Campus - [RTC], Coimbatore"
#1,"Sri Ranganathar Institute of Engineering & Technology - [SRIET], Coimbatore"
#2,"Sri Ramana Maharishi College of Engineering, Cheyyur"
#3,"Stella Mary's College of Engineering, Kanyakumari"
#4,"Wisdom School of Management - [WSM], Pollachi"
#5,"Gnanamani Institute of Management Studies - [GIMS] Pachal, Namakkal"
#6,"Vijay Institute of Management - [VIM], Dindigul"
MBA Operations Management and Systems,N/A
#7,"AR School of Business - [ARSB], Dindigul"
#8,"Tips School Of Management - [TIPSSOM], Coimbatore"
MBA Entrepreneurship,N/A
#9,"Jagannath Institute of Technology, Chennai"
#10,"CSI Institute of Technology, Kanyakumari"
#1,"Chandy College of Engineering, Thoothukudi"
#2,"Christian College of Engineering and Technology - [CCET], Dindigul"
#3,"Kings College of Engineering - [KCE], Pudukkottai"
#4,"Kings Engineering College - [KEC], Kanchipuram"
#5,"Lord Venkateshwaraa Engineering College, Kanchipuram"
#6,"MP Nachimuthu MJaganathan Engineering College, Erode"
#7,"Ponnaiyah Ramajayam Engineering College - [PREC], Thanjavur"
#8,"Satyam College of Engineering and Technology - [SCET], Kanyakumari"
#9,"The New Royal College of Engineering and Technology - [ROCET], Chennai"
#10,"J.K.K. Nattraja College of Engineering and Technology - [JKKNCET], Namakkal"
#1,"SNT Global Academy of Management Studies and Technology - [SNT GAMSAT], Coimbatore"
#2,"PT Lee Chengalvaraya Naicker College of Engineering and Technology , Kanchipuram"
#3,"University College of Engineering, Anna University - [UCEN], Nagercoil"
#4,"Sir Isaac Newton College of Engineering and Technology - [SINCET], Nagapattinam"
#5,"Sri Venkateswara Institute of Science and Technology, Thiruvallur"
#6,"Sri Venkateswaraa College of Technology, Sriperumbudur"
#7,"Aishwarya College of Engineering and Technology - [ACET], Erode"
#8,"Dhanalakshmi Srinivasan College of Engineering and Technology - [DSCET], Chennai"
#9,"University College of Engineering, Anna University, Dindigul"
#10,"SAMS College of Engineering and Technology - [SAMCET], Chennai"
BE Marine Engineering,N/A
#1,"VPMM Engineering College for Women, Virudhunagar"
#2,"PSN Institute of Technology - [PSNIT], Kanyakumari"
#3,"MAHER University, Institute Of Distance Education, Chennai"
#4,"Shri Sitheswarar Engineering College - [SSEC], Arcot"
#5,"Saveetha College of Architecture and Design - [SCAD], Chennai"
#6,"Apollo Institute of Hospital Management and Allied Science, Chennai"
#7,"Indira Institute of Management and Research - [IIMR], Thiruvallur"
#8,"RKKR School of Management Studies - [RKKR], Salem"
#9,"SAN International Business School, Coimbatore"
#10,"Sri Ganesh School of Business Management - [SGSBM], Salem"
#1,"Michael Institute of Management (Business School) - [MIM], Madurai"
#2,"Agni School Of Business Excellence - [ASBEX], Dindigul"
MBA Production & Operations,N/A
#3,"KPR School of Business Arasur - [KPRSB], Coimbatore"
#4,"Nehru Institute of Management studies - [NIMS], Coimbatore"
#5,"Sri Ramachandra Faculty of Management Science - [SRFMS], Chennai"
#6,"College of Business Management - [CBM], Krishnagiri"
#7,"International College of Financial Planning - [ICOFP], Chennai"
#8,"Tamilnadu School of Architecture - [TNSA], Coimbatore"
#9,"Adhiparasakthi Engineering College - [APEC], Kanchipuram"
#10,"Infant Jesus College of Engineering and Technology - [IJCET], Thoothukudi"
#1,"PA College of Engineering and Technology - [PACET], Coimbatore"
#2,"Shree Venkateshwara HiTech Engineering College, Gobichettipalayam"
#3,"Vivekanandha College of Engineering for Women - [VCEW], Namakkal"
#4,"PVP College of Engineering and Technology for Women, Dindigul"
#5,"Ultra College of Engineering and Technology - [UCET], Madurai"
#6,"JP College of Engineering, Tirunelveli"
#7,"The Selvam Women Excellence Engineering Technology - [TSWEET], Tirunelveli"
#8,"AVS Technical Campus, Salem"
#9,"JNN Institute of Engineering - [JNNIE], Thiruvallur"
B.Tech VLSI Design,N/A
#10,"P M R Engineering College, Adayalampattu, Chennai"
#1,"Karaikudi Institute of Technology and Management - [KIT & KIM], Karaikudi"
#2,"Rajas Engineering College -[REC], Tirunelveli"
#3,"Sri Kaliswari Institute of Management & Technology, Sivakasi"
#4,"T.S.M. Jain College of Technology, Melur"
#5,"Institute for Energy Studies, Anna University - [IES], Chennai"
#6,"School of Engineering, Avinashalingam University, Coimbatore"
#7,"PSN Engineering College, Palayamkottai"
#8,"A.K.T. Memorial College of Engineering & Technology, Kallakurichi"
#9,"Shivani College of Engineering  & Technology - [SCET], Dindigul"
#10,"Dhanalakshmi Srinivasan Institute of Technology - [DSIT], Tiruchirappalli"
#1,"K.S.K. College of Engineering and Technology - [KSKCET], Thanjavur"
#2,"Jaya Institute of Technology - [JIT], Thiruvallur"
B.E. Food Technology,N/A
#3,"Builders Engineering College, Tiruppur"
#4,"AAA College of Engineering & Technology, Sivakasi"
#5,"Spectrum College of Technology - [SCT], Salem"
#6,"RVS School of Engineering And Technology - [RVSENG], Dindigul"
#7,"Maharaja Engineering College For Women - [MECW], Perundurai"
#8,"Rajiv Gandhi College of Engineering - [RGCE], Kanchipuram"
#9,"VSA School of Engineering and School of Management, Salem"
#10,"Pallava Raja College of Engineering  - [PRCE], Kanchipuram"
#1,"Elizabeth College of Engineering and Technology, Perambalur"
#2,"Vivekanandha Institute of Engineering and Technology for Women -[VIETW], Tiruchengodu"
#3,"St Marys School of Management Studies, Chennai"
#4,"Jaya Group of Institutions, Chennai"
#5,"Excel Group of Institutions, Namakkal"
#6,"Government College of Engineering - [GCE], Chennai"
#7,"Oxford College of Engineering - [OCE], Tiruvannamalai"
#8,"Meenakshi Ramaswamy College of Engineering and Technology, Ariyalur"
#9,"Mother Terasa College Of Engineering And Technology - [MTCET], Pudukkottai"
#10,"KKC College of Engineering and Technology, Jayamkondacholapuram"
#1,"Paavai College of Engineering, Pachal, Namakkal"
#2,"Bharathidasan School of Business Ellispettai - [BSB], Erode"
#3,"Vasavi Vidya Trust Group of Institutions, Salem"
#4,"Bharath Institute of Higher Education and Research, College of Engineering, Chennai"
#5,"Bharath Institute of Higher Education and Research, College of Management, Chennai"
#6,"Ganesh College of Engineering - [GCE], Salem"
#7,"Surya School of Management Studies, Villupuram"
#8,"Surya School of Engineering and Technology, Villupuram"
#9,"Annai Veilankanni’s College of Engineering - [AVCE], Kanchipuram"
#10,"Adaikalamatha Institute of Management - [AIM], Vallam"
#1,"Faculty of Engineering and Technology, Vinayaka Mission University, Salem"
#2,"Anna University College of Engineering Thirukkuvalai - [AUCETK], Nagapattinam"
#3,"CBM College of Arts and Science, Coimbatore"
#4,"St. Thomas College of Arts and Science, Chennai"
#5,"Chellammal Women College, Chennai"
#6,"Bharath Post Graduate College, Chennai"
#7,"Mohamed Sathak College of Arts and Science, Chennai"
#8,"AVVM Sri Pushpam College [AVVM], Thanjavur"
#9,"Alpha Arts and Science College, Chennai"
#10,"A.D.M. College for Women - [ADMC], Nagapattinam"
#1,"AJK College of Arts and Science - [AJKCAS], Coimbatore"
#2,"AM Jain College, Chennai"
#3,"Arulmigu Palaniandavar College of Arts and Culture Palani, Palani"
#4,"A.P.C. Mahalaxmi College for Women, Thoothukudi"
#5,"AVC College (Autonomous), Mayiladuthurai"
#6,"AVS College of Arts & Science, Salem"
#7,"Adaikalamatha College - [AMC], Thanjavur"
#8,"Adhiparasakthi College of Arts and Sciences -[APCASGBN], Vellore"
#9,"Aditanar College of Arts and Science, Thoothukudi"
#10,"Aiman College of Arts and Science for Women - [AIMAN], Tiruchirappalli"
#1,"Ananda College, Devakottai"
#2,"Anbu Arts and Science College, Namakkal"
#3,"Annai College of Arts and Science - [ACAS], Kumbakonam"
#4,"Annai Veilankanni College for Women, Chennai"
#5,"Annai Violet Arts and Science College, Chennai"
#6,"Apollo Arts and Science College, Chennai"
#7,"Arcot Sri Mahalakshmi Women's College of Education - [ASMWCOE], Arcot"
#8,"Arignar Anna Government Arts College, Cheyyur"
#9,"Arul Anandar College - [AAC], Madurai"
#10,"Arumugam Pillai Seethai Ammal College - [APSA], Tiruppattur"
#1,"Asan Memorial College of Arts and Science - [AMCAS], Chennai"
#2,"Auxilium College, Vellore"
#3,"Ayyan Thiruvalluvar College of Arts and Science - [ATCAS], Sathyamangalam"
#4,"B.Padmanaban Jayanthimala College of Arts and Science, Cuddalore"
#5,"BWDA Arts and Science College, Villupuram"
#6,"Bhakthavatsalam Memorial College for Women, Chennai"
#7,"Bharath College of Science and Management, Thanjavur"
#8,"Bharathidasan College of Arts and Science - [BCAS], Erode"
#9,"Bharathiyar Arts and Science College for Women - [BASCW], Salem"
#10,"C Kandasami Naidu College for Men - [CKNC], Chennai"
#1,"Cauvery College for Women, Tiruchirappalli"
#2,"Chettinad College of Arts and Science, Tiruchirappalli"
#3,"Chevalier T.Thomas Elizabeth College For Women - [CTTEWC], Chennai"
#4,"Chidambaram Pillai College of Women, Tiruchirappalli"
#5,"Chikkaiah Naiacker College, Erode"
#6,"Chikkanna Government Arts College, Tiruppur"
#7,"Christhu Raj College, Tiruchirappalli"
#8,"Dharmapuram Gnanambigai Government Arts College for Women - [DGGA], Mayiladuthurai"
#9,"Devanga Arts College, Aruppukottai"
#10,"D.K.M College for Women - [DKM], Vellore"
#1,"Dhanalakshmi Srinivasan College of Arts and Science for Women - [DSCAS], Perambalur"
#2,"Dhanraj Baid Jain College - [DBJC], Chennai"
#3,"Dharmamurthi Rao Bahadur Calavala Cunnan Chettys Hindu College - [DRBCCC], Chennai"
#4,"Dr.R.K.Shanmugam College of Arts and Science, Kallakurichi"
#5,"Dr Umayal Ramanathan College for Women, Karaikudi"
#6,"Dr Zakir Husain College, Ilayangudi"
#7,"Dr. Ambedkar Govt. Arts College - [DAGAC], Chennai"
#8,"E.M.G. Yadava Women's College, Madurai"
#9,"Erode Arts College and Science College, Erode"
#10,"G.T.N. Arts College, Dindigul"
#1,"Government Arts College, Salem"
#2,"Government Arts College, Tiruvannamalai"
#3,"Government Arts College for Women, Sivaganga"
#4,"Govt College for Women, Kumbakonam"
#5,"HDSD College, Dharmapuri"
#6,"H.H The Rajahs College (Autonomous), Pudukkottai"
#7,"Holy Cross College (Autonomous), Nagercoil"
#8,"Idhaya College for Women, Kumbakonam"
#9,"Imayam College of Arts and Science, Thuraiyur"
#10,"JJ College of Arts & Science (Autonomous), Pudukkottai"
#1,"J.P. College of Arts and Science, Tenkasi"
#2,"Jairam Arts & Scinence College, Salem"
#3,"Jaya College of Arts and Science - [JCAS], Chennai"
#4,"John Bosco Arts and Science College - [JBASC], Thiruvallur"
#5,"KG College of Arts and Science - [KGCAS], Coimbatore"
#6,"K.M.G. College of Arts and Science, Katpadi"
#7,"K.S.G. College of Arts and Science - [KSGCAS], Coimbatore"
#8,"KSR College of Arts and Science College (Autonomous), Namakkal"
#9,"Kalai Kaviri College of Fine Arts - [KKCFA], Tiruchirappalli"
#10,"Khadir Mohideen College - [KMC], Pudukkottai"
#1,"Kilakarai Bukhari Aalim Arabic College, Chennai"
#2,"Kongu Arts and Science College - [KASC], Erode"
#3,"Krishnasamy College of Science Arts and Management for Women, Cuddalore"
#4,"Kunthavai Naacchiyar Government Arts College for Women - [KNGAC], Thanjavur"
#5,"Kurinji College of Arts and Science, Tiruchirappalli"
#6,"L.R.G Government Arts College for Women, Tiruppur"
#7,"Lakshmipuram College of Arts and Science, Kanyakumari"
#8,"MMES Women's Arts and Science College, Vellore"
#9,"Madura College, Madurai"
#10,"Madurai Diraviyam Thayumanavar Hindu College, Tirunelveli"
#1,"Madurai Institute of Social Sciences - [MISS], Madurai"
#2,"Madurai Sivakasi Nadars Pioneer Meenakshi Women's College, Sivaganga"
#3,"Maharaja CoEducation College of Arts & Science, Erode"
#4,"Mahendra Arts and Science College, Namakkal"
#5,"Malankara Catholic College, Kanyakumari"
#6,"Mannar Thirumalai Naicker College, Madurai"
#7,"Marudhar Kesari Jain College for Women - [MKJC], Vaniyambadi"
#8,"Mary Matha College, Periyakulam"
#9,"Mass College of Arts and Science, Kumbakonam"
#10,"Meenakshi Ammal Arts & Science College - [MAASC], Kanchipuram"
#1,"Minerva College of Arts and Science, Mettur"
#2,"Muthayammal College of Arts and Science, Namakkal"
#3,"NGM College  (Autonomous), Pollachi"
#4,"Nadar Mahajana Sangam S Vellaichamy Nadar College - [NMSSVNC], Madurai"
#5,"Nadar Saraswathi College of Arts and Science, Theni"
#6,"Pattammal Alagesan College of Arts & Science, Kanchipuram"
#7,"Preston International College, Chennai"
#8,"RVS College of Arts and Science - [RVSCAS], Coimbatore"
#9,"Salem Sowdeswari College - [SSC], Salem"
#10,"Sengunthar Arts and Science College - [SASC], Namakkal"
#1,"Senthamil College, Madurai"
#2,"Shri Sakthikailassh Women's College, Salem"
#3,"Shrimati Indira Gandhi College, Tiruchirappalli"
#4,"Sivananda Yoga Vedanta Centre, Chennai"
#5,"Soka Ikeda College of Arts and Science for Women, Chennai"
#6,"Sourashtra College, Madurai"
#7,"Sri Jayendra Saraswathy Maha Vidyalaya College of Arts and Science, Coimbatore"
#8,"Sri Kanyaka Parameswari Arts and Science College for Women, Chennai"
#9,"Sri Malolan College of Arts And Science -[SMCAS], Maduranthakam"
#10,"Sri Muthukumaran Arts and Science College - [SMASC], Chennai"
#1,"Sri Parasakthi College for Women, Tirunelveli"
#2,"Sri Ram College of Arts and Science, Thiruvallur"
#3,"Sri Sankara Arts and Science College - [SSASC], Kanchipuram"
#4,"Sri Sarada College for Women - [SSCW], Salem"
#5,"Sri Sarada Niketan College for Women - [SSNC], Karaikudi"
#6,"Sri Vasavi College - [SVS], Erode"
#7,"Srimad Andavan Arts and Science College - [SAASC], Tiruchirappalli"
#8,"Srinivasan College of Arts and Science, Perambalur"
#9,"SFR College for Women, Sivakasi"
#10,"TamilNadu Theological Seminary, Madurai"
#1,"The Madras Sanskrit College, Chennai"
#2,"The New College, Chennai"
#3,"Theni College of Arts and Science - [TCAS], Theni"
#4,"Thiru A.Govindasamy Govt Arts College, Thiruvallur"
#5,"Thiru Kolanjiappar Government Arts College, Virudhachalam"
#6,"Tirupathur Arts and Science College, Vellore"
#7,"Udaya College of Arts & Science, Kanyakumari"
#8,"Urumu Dhanalakshmi College - [UDC], Tiruchirappalli"
#9,"Valliammal College for Women, Chennai"
#10,"Vidyasagar College of Arts and Science - [VCAS], Udumalaipettai"
#1,"Wavoo Wajeeha Women's College, Thoothukudi"
#2,"Yadava College, Madurai"
#3,"Aalim Muhammed Salegh Academy of Architecture, Chennai"
#4,"J.K.K. Munirajah School of Architecture - [JKKMSA], Erode"
#5,"MAM School of Architecture, Tiruchirappalli"
#6,"Mohamed Sathak AJ Academy of Architecture, Chennai"
#7,"Rajalakshmi School of Architecture - [RSA], Chennai"
#8,"Bethel Bible Institute, Salem"
#9,"Gurukul Lutheran Theological College, Chennai"
#10,"Hindustan Bible Institute - [HBI], Chennai"
#1,"Jubilee Memorial Bible College - [JMBC], Chennai"
#2,"Maranatha Bible Training Institute, Chennai"
#3,"South India Baptist Bible College and Seminary, Coimbatore"
#4,"Auxilium School of Interior Design, Chennai"
#5,"RL Institute of Animation and Media Studies - [RLIAMS], Madurai"
#6,"Lalit Kalakshetra, Raviraj Institute for Art and Culture, Coimbatore"
#7,"Mayuri Cultural Arts Centre, Coimbatore"
#8,"Sri Sathguru Sangeetha Vidyalayam, Madurai"
#9,"Visualite Academy, Chennai"
#10,"RVS Homoeopathic Medical College and Hospital - [RVSHMCH], Coimbatore"
#1,"Sri Sai Ram Homoeopathy Medical College and Research Centre, Tambaram"
#2,"Sri Sai Ram Medical College for Siddha Ayurveda and Homoeopathy, Tambaram"
#3,"Arya Vaidya Pharmacy, Coimbatore"
#4,"DKT College of Education, Tiruppur"
#5,"National Institute of Siddha - [NIS], Chennai"
MD Kaya Chikitsa  General Medicine,N/A
MD Yoga,N/A
MD,N/A
#6,"Sri Rengeswarar College of Education, Namakkal"
#7,"Central Institute of Brackish Water Aquaculture - [CIBA], Chennai"
#8,"Community Science College and Research Institute, Madurai"
#9,"National Research Centre for Banana - [NRCB], Tiruchirappalli"
#10,"Salim Ali Centre for Ornithology and Natural History - [SACON], Coimbatore"
#1,"Academy of Fashion and Textile Technology - [AFTT], Chennai"
#2,"DJ Academy of Design - [DJAD], Coimbatore"
#3,"Institute of Design - [IOD], Chennai"
#4,"Madras Institute of Fashion Technology - [MFT], Chennai"
#5,"Mayura School of Fashion Technology, Tiruchirappalli"
#6,"Avel Flight School, Chennai"
#7,"Indian Institute of Logistics, Chennai"
#8,"Taneja Aerospace and Aviation Limited - [TAAL], Krishnagiri"
#9,"Access Atlantech Media College, Chennai"
#10,"Amrita School of Communication - [ASCOM], Coimbatore"
#1,"ICAT Design and Media College, Chennai"
#2,"LV Prasad Film and TV Academy, Chennai"
#3,"Magic Lantern School of Cinema, Chennai"
#4,"CSI College of Dental Sciences & Research, Madurai"
#5,"Meenakshi Ammal Dental College and Hospital - [MADCH], Chennai"
#6,"Priyadarshini Dental College and Hospital - [PDCH], Thiruvallur"
#7,"Ragas Dental College and Hospital - [RDCH], Chennai"
#8,"Sri Ramakrishna Dental College and Hospital - [SRDCH], Coimbatore"
#9,"SRM Dental College Ramapuram, Chennai"
#1,"Sree Balaji Dental College & Hospital - [SBDCH], Chennai"
#2,"Tagore Dental College & Hospital - [TDCH], Chennai"
#3,"Tamilnadu Government Dental College and Hospital - [TNGDCH], Chennai"
#4,"Thai Moogambigai Dental College and Hospital, Chennai"
#5,"Adhisankarar Institute of Hotel Management and Catering Technology, Tiruchirappalli"
#6,"Annai Fathima College of Arts and Science, Thirumangalam"
#7,"Annamal Institute of Hotel Management - [AIHM], Chennai"
#8,"Ayyar Bawan School of Catering and Hotel Management - [ABSCHM], Chennai"
#9,"Benson College of Hotel Management  and Culinary Arts, Chennai"
#10,"Canan School of Catering and Hotel Management - [CSCHM], Chennai"
#1,"Cosmopolitan Technology of Maritime - [CTM], Chennai"
#2,"Empee Institute of Hotel Management and Catering Technology, Chennai"
#3,"MAA School of Hotel Management - [MSHM], Chennai"
